Machine_ID,Timestamp,Temperature,Pressure,Vibration_Level,Humidity,Power_Consumption,Failure_Status
MACHINE_1529,2025-01-11 14:40:00,61.27,117.5,7.45,52.43,51.49,0
MACHINE_1530,2025-01-11 14:50:00,77.12,457.37,2.42,70.92,20.85,0
MACHINE_1531,2025-01-11 15:00:00,64.85,253.23,0.71,43.47,91.86,0
MACHINE_1532,2025-01-11 15:10:00,29.17,180.0,8.69,69.45,49.56,0
MACHINE_1533,2025-01-11 15:20:00,34.44,338.76,3.33,36.97,91.93,0
MACHINE_1534,2025-01-11 15:30:00,61.8,315.31,2.4,37.84,76.25,0
MACHINE_1535,2025-01-11 15:40:00,46.06,297.93,0.16,37.75,78.1,0
MACHINE_1536,2025-01-11 15:50:00,75.79,304.92,6.52,53.93,52.38,0
MACHINE_1537,2025-01-11 16:00:00,55.7,260.56,3.43,78.7,10.46,0
MACHINE_1538,2025-01-11 16:10:00,42.82,228.6,4.64,42.44,92.81,0
MACHINE_1539,2025-01-11 16:20:00,71.1,146.46,1.2,61.99,90.06,0
MACHINE_1540,2025-01-11 16:30:00,30.83,196.01,2.1,86.69,75.47,1
MACHINE_1541,2025-01-11 16:40:00,63.13,106.23,1.23,85.46,29.04,0
MACHINE_1542,2025-01-11 16:50:00,40.7,413.43,1.25,50.01,19.72,0
MACHINE_1543,2025-01-11 17:00:00,64.74,309.15,7.52,41.16,54.31,0
MACHINE_1544,2025-01-11 17:10:00,66.82,234.3,3.62,50.3,36.25,0
MACHINE_1545,2025-01-11 17:20:00,58.08,154.31,5.08,71.85,84.06,0
MACHINE_1546,2025-01-11 17:30:00,55.57,173.85,0.45,49.03,82.55,0
MACHINE_1547,2025-01-11 17:40:00,42.85,271.05,2.89,82.69,7.61,0
MACHINE_1548,2025-01-11 17:50:00,72.73,403.95,8.03,46.73,94.9,0
MACHINE_1549,2025-01-11 18:00:00,47.77,256.1,7.23,72.8,61.4,0
MACHINE_1550,2025-01-11 18:10:00,72.52,369.97,6.35,75.22,63.9,0
MACHINE_1551,2025-01-11 18:20:00,60.57,488.78,7.38,68.85,85.75,0
MACHINE_1552,2025-01-11 18:30:00,52.07,105.7,3.55,57.31,32.62,0
MACHINE_1553,2025-01-11 18:40:00,62.88,113.24,3.35,37.01,22.67,0
MACHINE_1554,2025-01-11 18:50:00,66.59,371.56,2.54,78.79,26.23,0
MACHINE_1555,2025-01-11 19:00:00,55.59,485.45,8.04,60.04,12.7,0
MACHINE_1556,2025-01-11 19:10:00,72.31,161.88,0.22,79.14,81.08,0
MACHINE_1557,2025-01-11 19:20:00,27.09,392.04,9.82,72.76,89.45,1
MACHINE_1558,2025-01-11 19:30:00,52.77,351.86,4.41,80.03,29.84,0
MACHINE_1559,2025-01-11 19:40:00,23.22,311.62,5.96,57.88,45.26,0
MACHINE_1560,2025-01-11 19:50:00,77.42,308.78,1.95,30.29,40.04,0
MACHINE_1561,2025-01-11 20:00:00,28.72,425.63,7.2,82.64,89.2,0
MACHINE_1562,2025-01-11 20:10:00,63.97,429.32,9.1,77.8,34.5,0
MACHINE_1563,2025-01-11 20:20:00,22.48,350.33,1.75,36.23,39.58,0
MACHINE_1564,2025-01-11 20:30:00,21.86,328.57,7.1,69.22,65.32,0
MACHINE_1565,2025-01-11 20:40:00,50.85,491.43,9.76,46.76,16.59,0
MACHINE_1566,2025-01-11 20:50:00,26.66,310.69,1.48,53.4,5.38,0
MACHINE_1567,2025-01-11 21:00:00,70.78,404.34,9.82,58.39,74.92,0
MACHINE_1568,2025-01-11 21:10:00,75.26,364.89,4.42,80.9,50.66,0
MACHINE_1569,2025-01-11 21:20:00,43.75,446.54,8.25,86.51,95.5,0
MACHINE_1570,2025-01-11 21:30:00,57.29,491.05,2.74,75.2,99.64,0
MACHINE_1571,2025-01-11 21:40:00,78.83,334.83,6.27,61.88,21.53,0
MACHINE_1572,2025-01-11 21:50:00,46.58,129.89,5.69,87.09,53.45,0
MACHINE_1573,2025-01-11 22:00:00,59.23,191.82,5.63,56.94,33.37,0
MACHINE_1574,2025-01-11 22:10:00,67.14,453.31,9.12,66.36,52.63,0
MACHINE_1575,2025-01-11 22:20:00,24.88,334.9,5.15,37.98,85.21,0
MACHINE_1576,2025-01-11 22:30:00,25.38,280.57,2.08,50.41,48.2,0
MACHINE_1577,2025-01-11 22:40:00,25.56,432.1,8.44,57.17,73.55,0
MACHINE_1578,2025-01-11 22:50:00,77.42,465.49,2.2,79.58,70.57,0
MACHINE_1579,2025-01-11 23:00:00,34.55,309.14,0.74,65.93,8.81,0
MACHINE_1580,2025-01-11 23:10:00,78.79,447.59,3.36,43.04,69.8,0
MACHINE_1581,2025-01-11 23:20:00,65.97,450.12,4.78,34.96,61.26,0
MACHINE_1582,2025-01-11 23:30:00,68.92,257.8,4.84,40.2,11.02,0
MACHINE_1583,2025-01-11 23:40:00,70.49,335.26,7.19,38.04,68.55,0
MACHINE_1584,2025-01-11 23:50:00,42.39,149.48,9.26,42.06,21.69,0
MACHINE_1585,2025-01-12 00:00:00,53.45,214.4,5.47,42.5,74.57,0
MACHINE_1586,2025-01-12 00:10:00,42.33,443.02,0.65,38.81,38.6,1
MACHINE_1587,2025-01-12 00:20:00,55.58,151.83,9.15,81.21,23.3,0
MACHINE_1588,2025-01-12 00:30:00,27.72,357.02,4.13,51.13,79.45,0
MACHINE_1589,2025-01-12 00:40:00,36.51,224.97,5.08,60.62,79.82,0
MACHINE_1590,2025-01-12 00:50:00,62.72,228.61,8.58,72.89,96.6,0
MACHINE_1591,2025-01-12 01:00:00,60.0,332.88,6.7,85.88,41.86,0
MACHINE_1592,2025-01-12 01:10:00,67.46,482.84,4.34,38.04,21.59,0
MACHINE_1593,2025-01-12 01:20:00,47.57,458.23,4.07,73.7,89.08,0
MACHINE_1594,2025-01-12 01:30:00,26.35,299.58,0.3,78.21,33.41,0
MACHINE_1595,2025-01-12 01:40:00,71.8,228.97,6.32,41.13,35.23,0
MACHINE_1596,2025-01-12 01:50:00,31.69,260.92,0.39,49.88,85.33,0
MACHINE_1597,2025-01-12 02:00:00,48.04,442.24,7.12,78.58,59.36,0
MACHINE_1598,2025-01-12 02:10:00,65.33,391.39,3.63,58.09,14.32,0
MACHINE_1599,2025-01-12 02:20:00,62.36,336.79,2.48,62.56,80.41,0
MACHINE_1600,2025-01-12 02:30:00,72.25,387.6,9.8,69.84,86.66,0
MACHINE_1601,2025-01-12 02:40:00,54.2,254.8,9.44,53.81,48.87,0
MACHINE_1602,2025-01-12 02:50:00,42.99,264.13,2.03,85.66,47.38,0
MACHINE_1603,2025-01-12 03:00:00,69.57,369.77,6.6,48.71,66.29,0
MACHINE_1604,2025-01-12 03:10:00,51.39,462.21,5.98,57.93,9.39,0
MACHINE_1605,2025-01-12 03:20:00,22.52,226.42,6.53,40.44,29.02,0
MACHINE_1606,2025-01-12 03:30:00,62.15,469.31,1.92,67.48,71.19,0
MACHINE_1607,2025-01-12 03:40:00,78.23,459.66,1.59,38.72,38.67,0
MACHINE_1608,2025-01-12 03:50:00,48.76,477.79,7.64,59.5,75.09,0
MACHINE_1609,2025-01-12 04:00:00,72.91,164.26,5.48,60.44,23.24,0
MACHINE_1610,2025-01-12 04:10:00,57.4,114.58,0.51,31.56,46.12,0
MACHINE_1611,2025-01-12 04:20:00,76.75,156.89,8.29,82.07,74.31,0
MACHINE_1612,2025-01-12 04:30:00,50.22,497.05,6.04,40.12,36.79,0
MACHINE_1613,2025-01-12 04:40:00,72.18,307.88,6.31,53.96,78.97,0
MACHINE_1614,2025-01-12 04:50:00,21.36,272.55,0.5,71.48,83.17,0
MACHINE_1615,2025-01-12 05:00:00,51.53,368.2,6.24,77.59,95.37,0
MACHINE_1616,2025-01-12 05:10:00,79.37,483.96,0.64,87.75,32.35,0
MACHINE_1617,2025-01-12 05:20:00,26.61,372.84,2.0,30.57,35.0,0
MACHINE_1618,2025-01-12 05:30:00,71.55,197.99,1.7,80.82,71.85,0
MACHINE_1619,2025-01-12 05:40:00,68.17,257.4,7.09,64.27,17.87,0
MACHINE_1620,2025-01-12 05:50:00,76.54,144.12,1.23,39.38,94.48,0
MACHINE_1621,2025-01-12 06:00:00,74.44,213.77,8.75,40.96,86.47,0
MACHINE_1622,2025-01-12 06:10:00,46.2,124.53,3.75,79.18,16.35,0
MACHINE_1623,2025-01-12 06:20:00,50.7,147.4,4.68,31.56,23.7,0
MACHINE_1624,2025-01-12 06:30:00,59.05,366.0,1.35,58.98,67.83,0
MACHINE_1625,2025-01-12 06:40:00,32.86,347.34,7.8,44.96,93.19,0
MACHINE_1626,2025-01-12 06:50:00,25.47,313.0,1.93,36.08,44.21,0
MACHINE_1627,2025-01-12 07:00:00,41.21,242.32,1.59,83.09,75.61,1
MACHINE_1628,2025-01-12 07:10:00,40.19,366.26,5.14,86.01,19.29,0
MACHINE_1629,2025-01-12 07:20:00,50.6,436.36,4.19,60.9,22.83,0
MACHINE_1630,2025-01-12 07:30:00,26.84,494.08,1.28,78.44,44.42,0
MACHINE_1631,2025-01-12 07:40:00,23.88,298.04,0.68,32.31,48.36,0
MACHINE_1632,2025-01-12 07:50:00,65.88,448.19,5.61,77.47,97.59,0
MACHINE_1633,2025-01-12 08:00:00,48.13,299.6,3.24,61.14,57.25,1
MACHINE_1634,2025-01-12 08:10:00,77.63,214.72,7.38,51.38,61.07,0
MACHINE_1635,2025-01-12 08:20:00,69.32,327.64,0.28,32.27,45.08,0
MACHINE_1636,2025-01-12 08:30:00,65.3,117.68,5.66,58.77,41.77,0
MACHINE_1637,2025-01-12 08:40:00,68.35,114.87,7.0,59.11,78.92,0
MACHINE_1638,2025-01-12 08:50:00,61.42,196.7,0.29,60.74,99.75,0
MACHINE_1639,2025-01-12 09:00:00,54.87,294.89,0.99,69.33,99.66,0
MACHINE_1640,2025-01-12 09:10:00,50.42,194.76,5.76,34.89,83.4,0
MACHINE_1641,2025-01-12 09:20:00,26.19,485.63,5.83,44.56,40.98,0
MACHINE_1642,2025-01-12 09:30:00,64.2,266.14,9.82,36.63,14.31,0
MACHINE_1643,2025-01-12 09:40:00,67.71,389.46,5.29,37.31,80.94,0
MACHINE_1644,2025-01-12 09:50:00,37.3,325.08,6.49,75.23,41.39,0
MACHINE_1645,2025-01-12 10:00:00,53.9,225.66,2.15,71.86,10.06,0
MACHINE_1646,2025-01-12 10:10:00,66.42,352.63,7.19,34.59,91.66,0
MACHINE_1647,2025-01-12 10:20:00,32.07,334.85,8.44,71.98,42.18,0
MACHINE_1648,2025-01-12 10:30:00,75.8,181.46,4.67,73.25,69.75,1
MACHINE_1649,2025-01-12 10:40:00,33.69,404.34,8.44,86.98,83.76,0
MACHINE_1650,2025-01-12 10:50:00,77.24,159.31,4.88,64.5,99.96,0
MACHINE_1651,2025-01-12 11:00:00,34.31,422.67,3.22,89.34,55.15,0
MACHINE_1652,2025-01-12 11:10:00,76.9,243.53,8.36,31.5,53.54,0
MACHINE_1653,2025-01-12 11:20:00,78.59,153.92,0.47,87.52,89.5,0
MACHINE_1654,2025-01-12 11:30:00,64.34,235.75,7.93,70.97,48.49,0
MACHINE_1655,2025-01-12 11:40:00,37.29,288.78,9.31,59.2,85.04,0
MACHINE_1656,2025-01-12 11:50:00,41.92,484.92,5.07,62.95,61.64,0
MACHINE_1657,2025-01-12 12:00:00,28.16,365.57,0.67,53.54,66.84,0
MACHINE_1658,2025-01-12 12:10:00,63.99,165.13,0.12,79.62,66.4,0
MACHINE_1659,2025-01-12 12:20:00,61.83,480.43,2.79,56.96,77.72,0
MACHINE_1660,2025-01-12 12:30:00,60.23,495.83,6.57,45.56,16.81,0
MACHINE_1661,2025-01-12 12:40:00,22.36,310.6,1.67,64.14,57.07,0
MACHINE_1662,2025-01-12 12:50:00,45.12,306.31,4.21,82.81,48.37,0
MACHINE_1663,2025-01-12 13:00:00,36.44,140.4,0.29,73.78,85.74,0
MACHINE_1664,2025-01-12 13:10:00,42.35,312.8,6.05,43.84,22.29,0
MACHINE_1665,2025-01-12 13:20:00,34.56,159.56,8.82,76.67,59.81,0
MACHINE_1666,2025-01-12 13:30:00,76.27,324.13,1.2,33.96,55.18,0
MACHINE_1667,2025-01-12 13:40:00,58.06,250.44,6.05,53.39,53.06,0
MACHINE_1668,2025-01-12 13:50:00,52.51,196.54,4.56,55.79,86.85,0
MACHINE_1669,2025-01-12 14:00:00,31.5,176.06,5.78,53.47,83.29,0
MACHINE_1670,2025-01-12 14:10:00,60.27,482.39,5.66,46.92,74.81,0
MACHINE_1671,2025-01-12 14:20:00,46.75,156.46,3.89,48.36,5.56,0
MACHINE_1672,2025-01-12 14:30:00,39.33,210.97,1.7,75.11,75.72,0
MACHINE_1673,2025-01-12 14:40:00,69.01,238.28,0.59,67.67,89.62,0
MACHINE_1674,2025-01-12 14:50:00,26.24,254.88,2.15,44.64,47.74,0
MACHINE_1675,2025-01-12 15:00:00,59.98,416.42,6.07,54.3,57.02,0
MACHINE_1676,2025-01-12 15:10:00,71.04,418.79,9.66,68.83,48.88,0
MACHINE_1677,2025-01-12 15:20:00,46.63,488.9,6.53,32.57,56.99,0
MACHINE_1678,2025-01-12 15:30:00,23.16,267.18,9.03,45.76,26.17,0
MACHINE_1679,2025-01-12 15:40:00,35.81,121.25,8.64,60.05,19.57,0
MACHINE_1680,2025-01-12 15:50:00,56.05,300.73,1.4,83.71,48.2,0
MACHINE_1681,2025-01-12 16:00:00,52.93,185.57,3.92,52.91,17.15,0
MACHINE_1682,2025-01-12 16:10:00,71.54,496.0,5.5,40.95,85.97,0
MACHINE_1683,2025-01-12 16:20:00,35.23,481.94,8.79,30.05,21.61,0
MACHINE_1684,2025-01-12 16:30:00,44.39,371.28,2.58,49.11,73.12,0
MACHINE_1685,2025-01-12 16:40:00,57.29,428.1,6.82,37.92,43.36,0
MACHINE_1686,2025-01-12 16:50:00,54.86,109.81,5.15,87.04,49.82,1
MACHINE_1687,2025-01-12 17:00:00,67.08,175.84,2.15,39.05,14.8,0
MACHINE_1688,2025-01-12 17:10:00,58.66,315.83,3.37,80.28,57.38,0
MACHINE_1689,2025-01-12 17:20:00,52.8,232.45,3.74,62.71,70.49,0
MACHINE_1690,2025-01-12 17:30:00,35.06,381.97,1.41,62.23,81.32,0
MACHINE_1691,2025-01-12 17:40:00,49.65,324.29,0.42,52.75,14.7,0
MACHINE_1692,2025-01-12 17:50:00,30.54,244.69,3.52,49.18,75.34,0
MACHINE_1693,2025-01-12 18:00:00,76.63,483.26,4.86,36.33,18.46,0
MACHINE_1694,2025-01-12 18:10:00,67.91,176.54,2.34,51.92,51.31,0
MACHINE_1695,2025-01-12 18:20:00,60.82,254.64,3.08,44.24,60.15,0
MACHINE_1696,2025-01-12 18:30:00,70.4,261.38,7.5,65.32,22.18,0
MACHINE_1697,2025-01-12 18:40:00,45.76,390.37,5.32,77.62,93.82,0
MACHINE_1698,2025-01-12 18:50:00,62.78,446.9,7.42,34.96,60.48,0
MACHINE_1699,2025-01-12 19:00:00,41.35,124.54,5.9,81.26,5.52,0
MACHINE_1700,2025-01-12 19:10:00,38.05,113.72,3.99,69.45,51.75,0
MACHINE_1701,2025-01-12 19:20:00,52.38,147.82,0.55,39.45,54.41,0
MACHINE_1702,2025-01-12 19:30:00,31.27,219.99,7.44,73.52,82.1,0
MACHINE_1703,2025-01-12 19:40:00,68.85,471.43,2.22,89.94,77.48,0
MACHINE_1704,2025-01-12 19:50:00,53.51,190.72,7.93,77.66,67.0,0
MACHINE_1705,2025-01-12 20:00:00,71.15,356.96,2.89,43.89,17.25,1
MACHINE_1706,2025-01-12 20:10:00,53.66,450.42,3.28,56.76,28.61,0
MACHINE_1707,2025-01-12 20:20:00,20.42,211.19,8.87,62.87,69.78,0
MACHINE_1708,2025-01-12 20:30:00,44.86,415.65,8.04,75.53,10.97,0
MACHINE_1709,2025-01-12 20:40:00,51.58,426.88,3.18,72.12,16.93,0
MACHINE_1710,2025-01-12 20:50:00,50.98,457.16,7.74,89.29,79.49,0
MACHINE_1711,2025-01-12 21:00:00,66.39,347.41,7.33,40.71,26.72,0
MACHINE_1712,2025-01-12 21:10:00,76.53,158.36,7.14,50.62,56.7,0
MACHINE_1713,2025-01-12 21:20:00,75.6,328.12,4.72,35.39,21.11,0
MACHINE_1714,2025-01-12 21:30:00,30.76,372.88,7.71,80.44,26.58,0
MACHINE_1715,2025-01-12 21:40:00,61.94,325.09,9.93,35.22,52.12,0
MACHINE_1716,2025-01-12 21:50:00,29.68,423.68,9.26,69.05,56.62,0
MACHINE_1717,2025-01-12 22:00:00,41.33,142.67,1.99,36.82,79.17,0
MACHINE_1718,2025-01-12 22:10:00,78.55,127.54,2.88,56.64,27.19,0
MACHINE_1719,2025-01-12 22:20:00,59.19,421.82,3.42,44.57,32.79,0
MACHINE_1720,2025-01-12 22:30:00,56.23,367.81,3.82,87.0,59.56,0
MACHINE_1721,2025-01-12 22:40:00,73.58,403.36,3.08,31.27,99.38,0
MACHINE_1722,2025-01-12 22:50:00,70.78,258.14,1.5,88.88,86.64,0
MACHINE_1723,2025-01-12 23:00:00,37.11,211.23,7.88,67.3,75.47,0
MACHINE_1724,2025-01-12 23:10:00,28.92,442.66,8.88,67.53,58.47,0
MACHINE_1725,2025-01-12 23:20:00,78.05,445.16,3.47,80.55,53.85,0
MACHINE_1726,2025-01-12 23:30:00,53.88,219.44,3.36,77.18,33.22,1
MACHINE_1727,2025-01-12 23:40:00,44.28,306.87,0.74,35.02,51.61,0
MACHINE_1728,2025-01-12 23:50:00,79.03,100.32,4.88,86.37,35.31,1
MACHINE_1729,2025-01-13 00:00:00,36.25,326.16,1.78,84.85,45.94,0
MACHINE_1730,2025-01-13 00:10:00,75.92,355.21,5.75,66.36,96.47,0
MACHINE_1731,2025-01-13 00:20:00,46.02,121.03,0.22,79.23,25.41,1
MACHINE_1732,2025-01-13 00:30:00,64.99,357.6,1.49,89.22,14.19,0
MACHINE_1733,2025-01-13 00:40:00,51.35,336.2,7.0,89.12,43.22,0
MACHINE_1734,2025-01-13 00:50:00,79.04,183.94,1.05,55.35,5.87,0
MACHINE_1735,2025-01-13 01:00:00,40.66,248.83,9.8,82.28,62.56,0
MACHINE_1736,2025-01-13 01:10:00,20.24,437.78,1.79,58.44,62.25,0
MACHINE_1737,2025-01-13 01:20:00,63.63,229.92,7.12,54.59,83.6,0
MACHINE_1738,2025-01-13 01:30:00,62.66,329.97,0.12,47.76,80.8,0
MACHINE_1739,2025-01-13 01:40:00,22.7,353.2,8.57,76.53,36.85,0
MACHINE_1740,2025-01-13 01:50:00,78.28,229.19,7.19,81.61,82.2,0
MACHINE_1741,2025-01-13 02:00:00,53.22,495.26,6.4,58.54,53.64,0
MACHINE_1742,2025-01-13 02:10:00,43.94,470.0,0.67,81.89,72.89,0
MACHINE_1743,2025-01-13 02:20:00,41.14,297.04,0.89,71.11,19.02,0
MACHINE_1744,2025-01-13 02:30:00,33.32,270.82,2.61,56.85,76.58,0
MACHINE_1745,2025-01-13 02:40:00,77.36,261.85,4.37,74.93,88.01,0
MACHINE_1746,2025-01-13 02:50:00,71.87,197.41,4.14,34.52,71.54,0
MACHINE_1747,2025-01-13 03:00:00,78.37,198.03,7.58,30.98,6.18,0
MACHINE_1748,2025-01-13 03:10:00,30.59,455.37,7.89,36.39,36.88,0
MACHINE_1749,2025-01-13 03:20:00,63.07,431.11,9.44,79.66,43.09,0
MACHINE_1750,2025-01-13 03:30:00,62.8,183.16,3.23,42.97,81.92,0
MACHINE_1751,2025-01-13 03:40:00,29.91,201.74,8.21,79.24,74.08,0
MACHINE_1752,2025-01-13 03:50:00,74.12,180.36,3.32,36.92,48.16,0
MACHINE_1753,2025-01-13 04:00:00,27.06,277.13,7.34,52.07,34.42,0
MACHINE_1754,2025-01-13 04:10:00,62.7,316.22,6.33,75.78,12.5,0
MACHINE_1755,2025-01-13 04:20:00,75.59,279.65,9.71,85.92,82.87,0
MACHINE_1756,2025-01-13 04:30:00,58.48,378.03,6.45,59.19,36.33,0
MACHINE_1757,2025-01-13 04:40:00,36.1,168.46,2.36,81.18,37.65,0
MACHINE_1758,2025-01-13 04:50:00,63.57,241.98,6.09,36.1,36.38,0
MACHINE_1759,2025-01-13 05:00:00,71.71,149.79,3.69,41.69,48.34,0
MACHINE_1760,2025-01-13 05:10:00,71.59,257.69,7.56,32.09,7.52,0
MACHINE_1761,2025-01-13 05:20:00,21.89,465.88,8.03,56.18,94.9,0
MACHINE_1762,2025-01-13 05:30:00,42.82,371.11,6.68,38.92,17.83,0
MACHINE_1763,2025-01-13 05:40:00,33.98,259.25,5.36,51.64,57.92,1
MACHINE_1764,2025-01-13 05:50:00,60.01,192.93,6.62,37.5,43.72,0
MACHINE_1765,2025-01-13 06:00:00,44.02,142.88,6.36,45.35,65.96,1
MACHINE_1766,2025-01-13 06:10:00,23.1,457.82,3.57,30.54,16.52,0
MACHINE_1767,2025-01-13 06:20:00,36.99,241.44,8.2,64.26,37.42,0
MACHINE_1768,2025-01-13 06:30:00,43.47,212.75,3.09,45.76,54.32,1
MACHINE_1769,2025-01-13 06:40:00,63.27,270.08,5.15,83.0,15.41,0
MACHINE_1770,2025-01-13 06:50:00,76.78,218.6,7.27,31.6,84.27,0
MACHINE_1771,2025-01-13 07:00:00,37.98,374.5,1.99,71.27,70.53,0
MACHINE_1772,2025-01-13 07:10:00,58.4,211.59,8.55,46.99,68.97,0
MACHINE_1773,2025-01-13 07:20:00,31.51,335.85,9.57,66.08,55.66,0
MACHINE_1774,2025-01-13 07:30:00,53.14,499.5,8.24,67.77,81.91,0
MACHINE_1775,2025-01-13 07:40:00,21.07,197.88,6.74,70.62,7.05,0
MACHINE_1776,2025-01-13 07:50:00,27.51,248.78,1.1,69.65,85.26,0
MACHINE_1777,2025-01-13 08:00:00,59.13,335.25,2.76,79.98,76.52,0
MACHINE_1778,2025-01-13 08:10:00,23.47,318.52,0.74,55.46,52.91,0
MACHINE_1779,2025-01-13 08:20:00,27.42,289.2,3.98,55.38,99.14,0
MACHINE_1780,2025-01-13 08:30:00,72.43,163.57,3.45,62.63,36.83,0
MACHINE_1781,2025-01-13 08:40:00,29.67,201.59,1.62,85.0,20.34,0
MACHINE_1782,2025-01-13 08:50:00,43.53,137.87,2.79,68.96,63.04,0
MACHINE_1783,2025-01-13 09:00:00,22.52,442.45,5.39,85.56,79.03,0
MACHINE_1784,2025-01-13 09:10:00,76.95,455.04,4.55,64.47,26.09,1
MACHINE_1785,2025-01-13 09:20:00,22.58,112.57,6.08,79.77,8.81,0
MACHINE_1786,2025-01-13 09:30:00,51.66,268.56,5.12,32.88,81.32,0
MACHINE_1787,2025-01-13 09:40:00,36.37,491.84,1.52,83.92,76.11,0
MACHINE_1788,2025-01-13 09:50:00,76.7,312.84,1.58,53.71,44.81,0
MACHINE_1789,2025-01-13 10:00:00,46.68,207.53,0.7,89.66,41.57,0
MACHINE_1790,2025-01-13 10:10:00,47.22,269.99,2.82,82.93,55.69,0
MACHINE_1791,2025-01-13 10:20:00,59.27,224.54,8.13,43.62,8.99,0
MACHINE_1792,2025-01-13 10:30:00,78.75,136.66,3.3,44.3,19.08,1
MACHINE_1793,2025-01-13 10:40:00,63.48,105.56,1.62,50.97,18.74,0
MACHINE_1794,2025-01-13 10:50:00,27.61,244.56,7.69,45.94,14.7,0
MACHINE_1795,2025-01-13 11:00:00,36.09,237.84,5.25,50.6,60.13,0
MACHINE_1796,2025-01-13 11:10:00,33.17,364.39,0.17,62.67,85.69,0
MACHINE_1797,2025-01-13 11:20:00,72.2,211.12,2.33,88.45,74.48,0
MACHINE_1798,2025-01-13 11:30:00,50.83,329.19,5.58,31.41,99.29,0
MACHINE_1799,2025-01-13 11:40:00,68.44,453.09,3.3,34.11,96.18,0
MACHINE_1800,2025-01-13 11:50:00,36.69,267.38,4.03,74.66,23.26,0
MACHINE_1801,2025-01-13 12:00:00,53.63,314.29,1.99,49.58,20.3,1
MACHINE_1802,2025-01-13 12:10:00,69.23,350.96,8.2,53.99,69.74,1
MACHINE_1803,2025-01-13 12:20:00,24.97,137.14,6.48,71.57,28.68,0
MACHINE_1804,2025-01-13 12:30:00,25.93,427.18,6.84,66.13,92.36,1
MACHINE_1805,2025-01-13 12:40:00,24.43,458.49,8.12,64.59,87.36,0
MACHINE_1806,2025-01-13 12:50:00,44.93,354.01,7.19,53.92,84.94,0
MACHINE_1807,2025-01-13 13:00:00,64.34,132.41,8.76,52.12,12.89,0
MACHINE_1808,2025-01-13 13:10:00,68.03,186.54,4.5,49.35,74.15,0
MACHINE_1809,2025-01-13 13:20:00,45.92,351.3,5.65,88.15,92.34,0
MACHINE_1810,2025-01-13 13:30:00,29.57,164.77,0.25,77.27,86.25,0
MACHINE_1811,2025-01-13 13:40:00,23.14,167.83,5.63,67.58,65.27,0
MACHINE_1812,2025-01-13 13:50:00,40.7,151.05,4.2,52.83,64.48,0
MACHINE_1813,2025-01-13 14:00:00,29.37,491.85,9.22,88.22,93.87,0
MACHINE_1814,2025-01-13 14:10:00,45.34,369.09,3.58,64.72,56.01,0
MACHINE_1815,2025-01-13 14:20:00,60.47,367.46,4.88,78.66,14.34,0
MACHINE_1816,2025-01-13 14:30:00,32.92,204.51,8.87,46.81,88.18,0
MACHINE_1817,2025-01-13 14:40:00,53.68,188.71,7.01,68.42,16.67,0
MACHINE_1818,2025-01-13 14:50:00,61.01,373.0,8.54,79.88,65.18,0
MACHINE_1819,2025-01-13 15:00:00,52.24,145.06,5.15,88.46,18.91,0
MACHINE_1820,2025-01-13 15:10:00,57.31,257.34,1.33,61.88,43.43,0
MACHINE_1821,2025-01-13 15:20:00,38.98,354.16,2.38,37.7,38.56,0
MACHINE_1822,2025-01-13 15:30:00,38.93,499.53,2.44,66.46,59.99,0
MACHINE_1823,2025-01-13 15:40:00,26.46,291.76,6.96,82.53,51.72,0
MACHINE_1824,2025-01-13 15:50:00,51.51,497.58,0.94,63.37,8.13,0
MACHINE_1825,2025-01-13 16:00:00,52.3,376.25,9.46,36.28,52.88,0
MACHINE_1826,2025-01-13 16:10:00,33.99,237.76,5.71,51.21,35.87,0
MACHINE_1827,2025-01-13 16:20:00,50.59,114.85,5.7,49.91,35.47,0
MACHINE_1828,2025-01-13 16:30:00,26.08,349.45,3.82,39.68,85.17,0
MACHINE_1829,2025-01-13 16:40:00,79.81,356.53,2.93,55.29,63.41,0
MACHINE_1830,2025-01-13 16:50:00,78.32,426.13,3.26,52.4,17.23,0
MACHINE_1831,2025-01-13 17:00:00,55.07,273.49,6.45,52.64,14.64,0
MACHINE_1832,2025-01-13 17:10:00,43.83,340.72,6.19,81.21,18.24,1
MACHINE_1833,2025-01-13 17:20:00,21.4,185.92,5.09,52.31,18.11,1
MACHINE_1834,2025-01-13 17:30:00,30.73,148.68,9.21,42.68,36.68,0
MACHINE_1835,2025-01-13 17:40:00,69.41,298.23,2.83,57.85,96.35,0
MACHINE_1836,2025-01-13 17:50:00,68.01,192.02,5.76,63.6,12.99,0
MACHINE_1837,2025-01-13 18:00:00,22.24,349.3,0.61,74.07,8.6,0
MACHINE_1838,2025-01-13 18:10:00,75.88,343.44,0.92,61.78,67.87,0
MACHINE_1839,2025-01-13 18:20:00,30.89,378.84,9.93,56.8,58.19,0
MACHINE_1840,2025-01-13 18:30:00,79.46,191.06,8.93,87.62,88.26,0
MACHINE_1841,2025-01-13 18:40:00,57.69,444.65,6.39,76.13,24.33,0
MACHINE_1842,2025-01-13 18:50:00,49.55,113.78,6.75,80.84,26.31,0
MACHINE_1843,2025-01-13 19:00:00,42.55,322.58,6.73,56.31,67.02,0
MACHINE_1844,2025-01-13 19:10:00,63.53,438.27,5.2,81.8,98.62,0
MACHINE_1845,2025-01-13 19:20:00,61.29,166.12,6.49,41.1,10.24,0
